Year,Series,flokkur,eind,Value
1994,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Nes kommuna,Tal av sætum,
1996,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Nes kommuna,Tal av sætum,
1998,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Nes kommuna,Tal av sætum,
2000,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Nes kommuna,Tal av sætum,
2002,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Nes kommuna,Tal av sætum,
2004,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Nes kommuna,Tal av sætum,
2008,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Nes kommuna,Tal av sætum,
2011,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Nes kommuna,Tal av sætum,
2012,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Nes kommuna,Tal av sætum,
2015,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Nes kommuna,Tal av sætum,
2016,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Nes kommuna,Tal av sætum,
2019,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Nes kommuna,Tal av sætum,
2020,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Nes kommuna,Tal av sætum,
2022,Løgting,Nes kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Nes kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Nes kommuna,Tal av sætum,
1984,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Nólsoyar kommuna,Tal av sætum,
1988,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Nólsoyar kommuna,Tal av sætum,
1990,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Nólsoyar kommuna,Tal av sætum,
1992,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Nólsoyar kommuna,Tal av sætum,
1994,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Nólsoyar kommuna,Tal av sætum,
1996,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Nólsoyar kommuna,Tal av sætum,
1998,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Nólsoyar kommuna,Tal av sætum,
2000,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Nólsoyar kommuna,Tal av sætum,
2002,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Nólsoyar kommuna,Tal av sætum,
2004,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Nólsoyar kommuna,Tal av sætum,
2008,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Nólsoyar kommuna,Tal av sætum,
2011,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Nólsoyar kommuna,Tal av sætum,
2012,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Nólsoyar kommuna,Tal av sætum,
2015,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Nólsoyar kommuna,Tal av sætum,
2016,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Nólsoyar kommuna,Tal av sætum,
2019,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Nólsoyar kommuna,Tal av sætum,
2020,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Nólsoyar kommuna,Tal av sætum,
2022,Løgting,Nólsoyar kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Nólsoyar kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Nólsoyar kommuna,Tal av sætum,
1984,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
1988,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
1990,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
1992,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
1994,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
1996,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
1998,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2000,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2002,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2004,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2008,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2011,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2012,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2015,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2016,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2019,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2020,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
2022,Løgting,Oyndarfjarðar kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Oyndarfjarðar kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Oyndarfjarðar kommuna,Tal av sætum,
1984,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Porkeris kommuna,Tal av sætum,
1988,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Porkeris kommuna,Tal av sætum,
1990,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Porkeris kommuna,Tal av sætum,
1992,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Porkeris kommuna,Tal av sætum,
1994,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Porkeris kommuna,Tal av sætum,
1996,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Porkeris kommuna,Tal av sætum,
1998,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Porkeris kommuna,Tal av sætum,
2000,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Porkeris kommuna,Tal av sætum,
2002,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Porkeris kommuna,Tal av sætum,
2004,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Porkeris kommuna,Tal av sætum,
2008,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Porkeris kommuna,Tal av sætum,
2011,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Porkeris kommuna,Tal av sætum,
2012,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Porkeris kommuna,Tal av sætum,
2015,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Porkeris kommuna,Tal av sætum,
2016,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Porkeris kommuna,Tal av sætum,
2019,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Porkeris kommuna,Tal av sætum,
2020,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Porkeris kommuna,Tal av sætum,
2022,Løgting,Porkeris kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Porkeris kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Porkeris kommuna,Tal av sætum,
1984,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Runavíkar kommuna,Tal av sætum,
1988,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Runavíkar kommuna,Tal av sætum,
1990,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Runavíkar kommuna,Tal av sætum,
1992,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Runavíkar kommuna,Tal av sætum,
1994,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Runavíkar kommuna,Tal av sætum,
1996,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Runavíkar kommuna,Tal av sætum,
1998,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Runavíkar kommuna,Tal av sætum,
2000,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Runavíkar kommuna,Tal av sætum,
2002,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Runavíkar kommuna,Tal av sætum,
2004,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Runavíkar kommuna,Tal av sætum,
2008,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Runavíkar kommuna,Tal av sætum,
2011,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Runavíkar kommuna,Tal av sætum,
2012,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Runavíkar kommuna,Tal av sætum,
2015,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Runavíkar kommuna,Tal av sætum,
2016,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Runavíkar kommuna,Tal av sætum,
2019,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Runavíkar kommuna,Tal av sætum,
2020,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Runavíkar kommuna,Tal av sætum,
2022,Løgting,Runavíkar kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Runavíkar kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Runavíkar kommuna,Tal av sætum,
1984,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Saksunar kommuna,Tal av sætum,
1988,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Saksunar kommuna,Tal av sætum,
1990,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Saksunar kommuna,Tal av sætum,
1992,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Saksunar kommuna,Tal av sætum,
1994,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Saksunar kommuna,Tal av sætum,
1996,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Saksunar kommuna,Tal av sætum,
1998,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Saksunar kommuna,Tal av sætum,
2000,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Saksunar kommuna,Tal av sætum,
2002,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Saksunar kommuna,Tal av sætum,
2004,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Saksunar kommuna,Tal av sætum,
2008,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Saksunar kommuna,Tal av sætum,
2011,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Saksunar kommuna,Tal av sætum,
2012,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Saksunar kommuna,Tal av sætum,
2015,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Saksunar kommuna,Tal av sætum,
2016,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Saksunar kommuna,Tal av sætum,
2019,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Saksunar kommuna,Tal av sætum,
2020,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Saksunar kommuna,Tal av sætum,
2022,Løgting,Saksunar kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Saksunar kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Saksunar kommuna,Tal av sætum,
1984,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Sandavágs kommuna,Tal av sætum,
1988,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Sandavágs kommuna,Tal av sætum,
1990,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Sandavágs kommuna,Tal av sætum,
1992,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Sandavágs kommuna,Tal av sætum,
1994,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Sandavágs kommuna,Tal av sætum,
1996,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Sandavágs kommuna,Tal av sætum,
1998,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Sandavágs kommuna,Tal av sætum,
2000,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Sandavágs kommuna,Tal av sætum,
2002,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Sandavágs kommuna,Tal av sætum,
2004,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Sandavágs kommuna,Tal av sætum,
2008,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Sandavágs kommuna,Tal av sætum,
2011,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Sandavágs kommuna,Tal av sætum,
2012,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Sandavágs kommuna,Tal av sætum,
2015,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Sandavágs kommuna,Tal av sætum,
2016,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Sandavágs kommuna,Tal av sætum,
2019,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Sandavágs kommuna,Tal av sætum,
2020,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Sandavágs kommuna,Tal av sætum,
2022,Løgting,Sandavágs kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Sandavágs kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Sandavágs kommuna,Tal av sætum,
1984,Løgting,Sands kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Sands kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Sands kommuna,Tal av sætum,
1988,Løgting,Sands kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Sands kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Sands kommuna,Tal av sætum,
1990,Løgting,Sands kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Sands kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Sands kommuna,Tal av sætum,
1992,Løgting,Sands kommuna,Partur av sætum hjá kvinnum,
