Year,countrygroup,Units,Series,Value
1999,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.619824178833643
2000,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,336.9466
2000,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,20.1666
2000,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,7.81844666652946
2000,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.526258942332415
2001,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,142.9336
2001,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,24.8713
2001,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,3.42672048238033
2001,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.576989934731397
2002,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,161.0755
2002,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,41.4013
2002,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,4.09457169133642
2002,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,0.977732741557525
2003,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,160.5562
2003,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,44.7647
2003,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,3.29980670106801
2003,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,1.14422154915523
2004,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,171.6452
2004,DEV_EX-CHINA,IT_NET_BBND,TX_EXP_MRCH,57.7906
2004,DEV_EX-CHINA,IT_NET_BBNDN,TX_IMP_MRCH,4.56156767114762
2004,DEV_EX-CHINA,IT_NET_BBNDN,TX_EXP_MRCH,1.56645293845793
2005,DEV_EX-CHINA,IT_NET_BBND,TX_IMP_MRCH,295.62
